CustID,Txns,Stores,AvgTxnValue,AvgTxnSize,AvgItems,MoB,PchActiveMths,PromoSales,Gender,HHOwn,HHType,HHSize,Age,Distance,Sales
CUST11109,8,5,141.15,11.55,9.72,16,6,3,F,Rented,Apartment,3,25,3.1867,942.31
CUST1111,6,5,145.10,4.87,2.79,13,5,3,M,Rented,Apartment,3,37,20.2089,685.45
CUST11110,12,12,142.90,5.75,2.47,13,2,6,F,Owned,Flat,3,21,4.7488,685.01
CUST11111,12,11,103.30,3.20,0.59,26,10,1,M,Rented,Flat,2,41,3.1535,2086.39
CUST11112,8,5,162.70,12.37,1.51,18,8,5,F,Rented,Flat,2,24,3.6779,1140.51
CUST11113,10,7,82.90,3.01,0.83,15,6,3,M,Rented,Apartment,2,25,3.5219,808.99
CUST11114,8,6,216.25,12.77,8.99,16,2,1,M,Rented,Apartment,3,38,2.6534,905.42
CUST11115,12,12,71.30,4.48,3.83,16,6,7,M,Rented,Apartment,6,27,4.4463,939.06
CUST11116,10,3,115.05,2.65,0.74,23,5,4,M,Rented,Apartment,1,34,1.4594,1663.04
CUST11117,9,1,163.55,7.87,5.35,14,9,6,F,Rented,Apartment,2,29,5.0714,767.54
CUST11118,12,2,100.60,3.76,0.86,18,2,1,M,Rented,Apartment,1,30,3.9159,1100.32
CUST11119,6,1,210.55,5.59,1.43,22,2,5,F,Owned,Apartment,3,30,6.6394,1577.72
CUST1112,8,7,206.80,7.01,1.88,14,6,5,M,Rented,Apartment,5,25,4.0637,739.58
CUST11120,9,2,177.20,4.28,2.44,19,7,3,M,Rented,Flat,1,42,5.8559,1216.38
CUST11121,6,2,125.20,6.90,0.33,19,4,3,F,Rented,Apartment,2,36,9.5082,1205.21
CUST11122,11,7,141.95,5.02,2.92,13,2,1,M,Rented,Apartment,1,34,1.4285,689.44
CUST11123,9,2,93.10,1.47,0.51,21,5,6,M,Rented,Apartment,4,37,11.0139,1420.97
CUST11124,8,2,119.50,6.36,5.38,12,3,5,F,Owned,Apartment,2,25,6.0338,599.94
CUST11125,10,9,166.35,1.31,0.30,17,6,3,M,Rented,Flat,1,32,14.4134,1030.49
CUST11126,12,9,120.35,8.58,2.54,14,2,1,F,Rented,Apartment,3,44,8.0469,736.69
CUST11127,13,11,104.90,5.17,4.06,16,5,7,F,Rented,Flat,4,25,8.8957,882.16
CUST11128,7,3,215.45,7.66,3.16,12,2,2,M,Rented,Flat,3,27,2.7251,637.80
CUST11129,13,10,141.50,2.19,0.95,16,1,9,F,Owned,Apartment,2,47,4.6802,980.48
CUST1113,9,4,155.90,7.47,0.02,16,1,5,M,Owned,Apartment,3,29,5.0545,907.58
CUST11130,11,1,66.30,7.61,1.88,29,7,6,F,Owned,Apartment,2,52,0.9359,2537.38
CUST11131,9,4,129.30,5.99,3.77,16,2,7,M,Rented,Apartment,4,29,5.9773,915.41
CUST11132,8,8,157.75,10.59,8.39,19,6,2,F,Rented,Apartment,2,35,6.8219,1228.42
CUST11133,12,6,146.90,3.06,0.35,26,2,9,F,Rented,Apartment,3,34,1.2007,2078.77
CUST11134,11,11,114.70,2.26,1.65,15,4,8,M,Rented,Apartment,5,35,0.7236,816.48
CUST11135,10,1,113.70,4.76,2.99,20,2,5,F,Rented,Apartment,2,39,2.0243,1330.76
CUST11136,7,7,232.70,9.22,7.55,17,3,2,F,Rented,Apartment,3,30,1.7720,1001.93
CUST11137,11,9,68.75,2.27,0.64,17,2,9,M,Rented,Apartment,2,32,15.9187,987.14
CUST11138,7,1,166.30,2.55,0.96,14,4,7,F,Rented,Apartment,5,42,0.6945,766.19
CUST11139,6,3,135.20,7.37,3.50,15,2,3,M,Rented,Apartment,5,35,12.5571,832.77
CUST1114,9,2,79.55,11.29,9.64,17,2,8,M,Rented,Apartment,2,36,0.3803,1027.11
CUST11140,11,6,83.95,6.15,0.32,13,3,9,M,Rented,Apartment,3,29,2.3111,688.33
CUST11141,11,11,163.20,8.28,2.85,20,10,6,M,Rented,Apartment,3,30,1.6620,1360.41
CUST11142,9,5,175.50,5.72,0.17,20,7,7,M,Rented,Flat,3,33,8.6936,1297.68
CUST11143,8,7,205.00,6.18,4.47,16,2,1,F,Owned,Apartment,3,32,3.8470,931.62
CUST11144,6,6,149.90,7.58,6.47,21,5,4,F,Rented,Apartment,3,32,17.2085,1448.47
CUST11145,10,7,127.45,6.52,4.49,19,10,9,F,Owned,Apartment,2,33,1.2177,1199.21
CUST11146,8,2,133.80,2.97,1.01,17,8,6,M,Rented,Apartment,2,39,6.9773,1013.14
CUST11147,5,5,191.80,10.41,8.84,15,1,2,F,Owned,Apartment,2,31,2.6438,832.23
CUST11148,6,1,235.85,4.64,3.41,20,1,6,M,Rented,Flat,3,41,2.4701,1335.83
CUST11149,7,2,168.30,7.83,3.63,19,2,5,M,Owned,Flat,2,38,2.4746,1196.09
CUST1115,8,4,149.80,4.62,3.82,16,7,4,F,Owned,Apartment,2,32,1.8009,942.15
CUST11150,9,1,183.80,6.29,3.26,14,8,7,M,Rented,Apartment,1,62,2.5100,789.85
CUST11151,6,2,215.40,8.38,1.17,17,1,6,F,Owned,Apartment,3,26,4.2077,1023.43
CUST11152,5,5,145.85,2.65,0.47,14,3,4,F,Rented,Flat,4,36,11.9118,788.55
CUST11153,10,6,79.90,4.61,2.31,14,3,3,M,Rented,Flat,2,36,1.7488,758.95
CUST11154,5,1,173.80,11.35,6.54,12,5,2,F,Owned,Apartment,3,36,1.3113,666.75
CUST11155,10,6,89.45,4.74,1.07,18,7,7,F,Rented,Apartment,2,39,1.3545,1089.57
CUST11156,13,11,122.60,5.54,4.82,18,1,13,F,Owned,Flat,2,36,0.2479,1115.96
CUST11157,6,3,198.70,1.54,0.37,22,3,1,F,Rented,Apartment,2,25,4.8928,1559.63
CUST11158,8,1,197.90,9.96,8.04,20,2,6,F,Owned,Apartment,4,43,8.5526,1346.70
CUST11159,8,4,167.80,5.15,2.80,16,5,4,F,Owned,Apartment,4,37,5.8083,907.15
CUST1116,8,1,175.10,9.29,1.00,18,7,2,F,Rented,Apartment,3,28,4.2913,1124.53
CUST11160,10,1,61.75,3.67,1.59,16,4,10,F,Rented,Flat,4,32,5.1636,904.62
CUST11161,7,7,206.15,6.93,2.41,15,3,3,F,Rented,Apartment,1,32,3.0144,844.47
CUST11162,3,2,149.35,10.15,6.01,22,1,2,F,Owned,Apartment,5,39,4.1551,1555.95
CUST11163,9,6,193.60,5.66,3.23,21,9,4,F,Rented,Flat,1,36,5.2512,1428.22
CUST11164,8,1,186.00,6.78,5.05,16,1,8,M,Rented,Apartment,3,43,13.1560,921.39
CUST11165,10,4,87.95,1.86,0.32,15,2,2,F,Rented,Apartment,4,25,7.7963,827.12
CUST11166,5,1,222.65,7.65,4.50,23,1,3,M,Rented,Apartment,3,28,4.3271,1658.71
CUST11167,4,2,170.95,4.71,3.72,17,3,3,F,Rented,Apartment,2,27,2.6027,1030.60
CUST11168,6,5,172.45,5.94,2.23,20,3,6,M,Rented,Apartment,3,36,2.0429,1355.17
CUST11169,4,4,212.65,6.25,3.55,15,4,3,M,Owned,Apartment,5,35,7.7892,860.42
CUST1117,9,8,134.70,7.83,3.78,17,9,7,F,Rented,Apartment,3,33,0.7047,1077.35
CUST11170,6,4,168.25,5.39,3.43,16,6,1,F,Owned,Apartment,2,33,1.4305,918.15
CUST11171,9,9,189.00,8.40,6.75,15,4,7,F,Rented,Apartment,4,33,2.8475,847.68
CUST11172,8,3,177.25,8.23,5.97,23,7,7,M,Owned,Apartment,2,30,5.1208,1667.95
CUST11173,8,3,189.25,6.08,2.06,16,3,2,M,Owned,Apartment,3,43,11.1150,986.28
CUST11174,7,7,139.15,5.63,4.93,17,5,3,M,Owned,Apartment,5,28,4.1842,1008.97
CUST11175,10,4,129.90,3.07,0.35,22,9,10,M,Rented,Flat,2,33,3.6568,1514.00
CUST11176,8,5,102.20,9.07,0.02,15,6,8,F,Rented,Apartment,3,36,3.8392,878.70
CUST11177,13,13,159.05,2.23,1.14,26,7,8,F,Rented,Apartment,4,28,0.6405,2105.68
CUST11178,6,2,118.75,7.80,4.01,23,6,2,M,Rented,Apartment,2,28,2.0418,1706.42
CUST11179,11,7,94.25,3.41,2.31,21,6,6,F,Owned,Flat,1,35,3.8998,1438.25
CUST1118,10,2,97.15,7.61,2.22,20,8,1,F,Owned,Apartment,1,37,3.6103,1363.41
CUST11180,8,8,215.05,10.04,3.68,15,6,2,F,Rented,Apartment,3,35,3.2867,830.64
CUST11181,9,9,219.70,6.45,4.16,17,7,4,F,Owned,Flat,3,27,8.6544,1027.58
CUST11182,10,8,122.60,2.47,1.93,21,4,6,M,Rented,Apartment,5,46,3.6582,1445.16
CUST11183,10,10,157.65,2.29,0.89,16,5,4,M,Rented,Apartment,2,40,3.9888,911.81
CUST11184,10,6,126.70,3.02,1.59,19,7,2,M,Owned,Apartment,2,30,4.9172,1233.01
CUST11185,9,1,181.30,6.53,5.58,13,6,4,F,Rented,Apartment,1,39,0.9551,749.76
CUST11186,7,5,206.95,9.82,6.57,17,1,3,F,Rented,Apartment,2,31,1.3936,1049.20
CUST11187,9,4,136.10,4.37,1.75,17,8,5,M,Rented,Apartment,1,39,4.1479,1040.89
CUST11188,5,1,134.50,5.62,1.42,20,1,2,F,Rented,Flat,2,40,10.9348,1310.98
CUST11189,10,7,70.45,1.91,0.67,15,9,9,F,Rented,Flat,1,28,1.0166,836.15
CUST1119,7,5,220.40,5.46,4.57,18,4,2,F,Owned,Apartment,1,33,2.4713,1171.41
CUST11190,10,7,125.20,2.90,0.07,17,7,1,F,Rented,Apartment,2,28,0.2759,1038.01
CUST11191,12,5,134.80,5.71,2.52,20,1,6,F,Rented,Apartment,4,27,2.8557,1351.39
CUST11192,6,2,210.80,6.46,0.78,24,3,3,M,Owned,Flat,2,39,17.3027,1825.91
CUST11193,7,3,156.15,7.76,6.38,29,6,3,M,Owned,Apartment,3,27,0.9264,2530.17
CUST11194,12,3,166.10,5.26,2.72,17,2,7,M,Rented,Apartment,1,39,5.3436,1029.85
CUST11195,6,4,182.40,8.06,3.65,22,2,6,F,Rented,Flat,3,39,12.7856,1545.35
CUST11196,11,8,150.25,5.67,0.29,18,6,4,M,Rented,Flat,4,25,1.5755,1090.21
CUST11197,14,8,72.00,3.39,2.87,16,12,4,M,Rented,Apartment,3,32,4.6951,929.37
CUST11198,15,4,91.60,2.85,1.79,20,4,1,F,Rented,Flat,1,29,6.6546,1300.54
CUST11199,7,1,207.50,6.82,4.44,20,5,3,F,Owned,Apartment,2,35,5.6153,1341.20
CUST112,13,4,52.15,2.00,1.05,21,12,9,F,Owned,Apartment,3,30,7.9916,1410.73
CUST1120,6,1,196.45,4.31,3.21,24,3,5,M,Rented,Apartment,2,36,10.7102,1806.89
CUST11200,4,1,133.45,10.17,6.40,23,1,3,F,Rented,Flat,2,36,1.2376,1675.23
CUST11201,14,6,111.40,1.81,0.26,18,5,11,F,Rented,Apartment,1,36,1.4791,1101.32
CUST11202,13,8,172.55,3.36,2.57,16,10,5,F,Rented,Flat,3,31,3.5370,984.18
CUST11203,11,8,87.10,2.89,1.17,16,1,7,F,Rented,Apartment,3,28,2.4450,955.88
CUST11204,6,3,188.35,9.97,3.09,15,4,5,F,Rented,Apartment,5,40,2.3282,838.81
CUST11205,8,7,181.10,5.23,1.70,25,8,8,F,Owned,Apartment,3,26,5.0496,1957.23
CUST11206,9,2,194.40,11.21,4.49,17,6,5,M,Rented,Apartment,3,44,5.0023,1025.27
CUST11207,8,5,183.15,3.91,2.85,22,2,8,F,Rented,Apartment,1,23,1.7473,1600.84
CUST11208,4,1,168.60,7.04,1.58,16,2,4,M,Rented,Apartment,1,28,3.1804,944.35
CUST11209,10,9,147.95,5.26,4.93,15,1,2,F,Owned,Apartment,2,32,6.1192,851.90
CUST1121,8,6,189.90,7.71,1.57,17,8,5,F,Owned,Apartment,2,27,4.1781,1027.72
CUST11210,12,4,102.80,5.94,2.32,12,1,9,M,Rented,Apartment,1,37,4.0220,646.44
CUST11211,15,14,28.25,5.08,0.75,27,11,9,F,Rented,Apartment,4,28,8.0003,2206.09
CUST11212,7,6,150.20,6.54,1.65,14,3,2,M,Rented,Apartment,1,32,4.5405,760.96
CUST11213,11,2,86.05,2.88,1.08,14,10,9,M,Rented,Apartment,3,37,3.4716,781.21
CUST11214,13,6,139.20,3.17,0.02,18,8,1,F,Owned,Apartment,4,28,8.4208,1133.61
CUST11215,9,5,239.60,12.01,5.01,16,5,8,F,Rented,Flat,2,27,1.5231,986.33
CUST11216,10,9,109.80,1.84,0.91,18,6,5,F,Rented,Apartment,3,27,1.9880,1095.19
CUST11217,12,1,63.85,5.70,1.12,17,5,2,M,Owned,Flat,2,41,10.2798,1006.07
CUST11218,11,9,176.05,5.73,4.41,20,1,9,F,Rented,Apartment,4,33,1.8144,1294.48
CUST11219,9,2,145.50,7.83,1.28,12,8,2,M,Rented,Apartment,3,32,6.0671,619.75
CUST1122,5,4,154.10,7.41,0.78,23,2,2,F,Owned,Flat,2,27,1.3801,1665.50
CUST11220,12,4,154.20,3.23,1.11,23,4,3,F,Owned,Apartment,2,26,2.0075,1653.52
CUST11221,9,2,155.05,9.20,6.05,15,3,8,M,Owned,Apartment,3,35,3.8553,807.88
CUST11222,7,2,202.50,10.00,3.18,18,7,7,M,Rented,Apartment,3,26,3.7969,1103.64
CUST11223,7,3,226.30,10.71,4.33,15,2,3,F,Owned,Flat,2,29,5.1694,823.07
CUST11224,8,7,164.20,10.46,2.65,16,1,8,M,Rented,Apartment,3,30,4.5147,909.07
CUST11225,9,1,173.00,5.86,2.49,20,9,8,M,Rented,Apartment,3,26,4.4176,1321.95
CUST11226,8,1,230.15,8.29,0.98,14,5,1,F,Owned,Flat,4,33,2.0036,798.24
CUST11227,12,11,81.40,2.51,1.32,22,8,1,M,Rented,Apartment,1,36,7.6769,1525.49
CUST11228,7,5,219.55,13.47,10.49,14,4,2,M,Rented,Apartment,3,34,0.9091,748.26
CUST11229,11,5,121.05,2.33,0.48,17,4,2,F,Owned,Apartment,3,24,3.6681,1022.31
CUST1123,7,7,154.70,5.72,1.51,22,3,3,M,Owned,Apartment,3,31,1.2749,1546.87
CUST11230,6,2,152.30,5.23,0.30,19,6,1,M,Owned,Apartment,2,31,1.4992,1228.58
CUST11231,8,3,111.35,9.96,1.41,17,1,6,F,Owned,Apartment,1,28,5.5629,1019.73
CUST11232,12,11,135.90,10.27,4.00,13,1,5,F,Owned,Apartment,1,39,1.4715,705.94
CUST11233,12,2,80.30,3.64,1.97,14,10,5,F,Rented,Apartment,1,23,9.4037,751.61
CUST11234,6,4,170.00,9.53,3.79,21,4,2,M,Rented,Flat,3,40,0.2839,1443.16
CUST11235,8,7,288.90,10.97,2.08,14,5,4,F,Owned,Apartment,3,30,1.5413,797.48
CUST11236,8,6,168.15,9.53,3.75,20,5,1,F,Rented,Apartment,2,49,1.0393,1316.53
CUST11237,9,2,132.30,0.84,0.12,17,7,7,F,Rented,Apartment,3,33,14.2563,1008.27
CUST11238,8,1,228.35,5.55,3.28,17,1,7,F,Rented,Apartment,4,32,9.1055,1023.96
CUST11239,8,5,175.25,4.47,3.13,22,6,8,F,Rented,Flat,1,40,0.4799,1553.10
CUST1124,4,2,205.20,12.20,9.42,17,2,1,F,Rented,Apartment,2,29,6.0455,953.04
CUST11240,8,4,107.50,13.67,9.73,19,2,7,M,Rented,Apartment,3,31,5.8269,1245.18
CUST11241,14,9,125.05,3.39,1.63,17,8,6,M,Rented,Apartment,5,37,3.6852,1022.25
CUST11242,7,5,169.70,6.95,2.41,16,6,6,F,Rented,Apartment,2,43,9.3483,937.95
CUST11243,12,9,101.75,3.22,1.13,20,4,4,M,Owned,Flat,4,35,10.0755,1304.02
CUST11244,8,7,173.55,5.23,4.50,18,3,5,F,Owned,Apartment,1,39,8.1432,1128.28
CUST11245,7,4,194.50,6.38,2.05,16,2,5,M,Rented,Apartment,3,35,3.4557,942.30
CUST11246,11,1,103.80,3.86,0.18,27,2,10,F,Rented,Apartment,2,38,6.1745,2243.43
CUST11247,12,11,41.70,4.15,3.37,14,3,11,F,Owned,Flat,5,30,4.5880,759.23
CUST11248,8,2,191.95,5.31,1.49,21,3,6,F,Rented,Flat,2,33,9.4469,1443.15
CUST11249,12,3,155.80,1.71,0.37,21,11,8,F,Rented,Flat,1,28,3.1870,1422.30
CUST1125,9,9,256.10,3.88,1.71,19,8,7,F,Owned,Apartment,4,29,0.6629,1227.19
CUST11250,10,6,115.10,3.69,2.44,18,9,6,F,Rented,Apartment,2,26,4.0057,1106.78
CUST11251,9,1,248.85,3.71,0.26,24,7,2,F,Rented,Apartment,3,32,4.4071,1784.21
CUST11252,15,8,112.90,5.91,2.09,18,12,15,F,Rented,Apartment,2,29,12.5908,1068.23
CUST11253,10,2,124.30,8.21,2.84,21,2,10,M,Owned,Flat,3,29,5.0852,1411.47
CUST11254,11,6,117.85,2.43,0.21,15,7,3,F,Rented,Flat,1,34,10.2723,851.71
CUST11255,11,5,87.00,7.39,0.33,17,4,6,F,Rented,Apartment,2,29,4.3746,992.91
CUST11256,10,7,126.00,3.08,1.50,22,3,6,M,Owned,Flat,4,36,1.1159,1562.06
CUST11257,11,6,94.10,5.99,4.57,17,5,3,M,Rented,Apartment,2,27,3.6169,1007.15
CUST11258,9,6,300.60,8.01,0.05,16,2,7,F,Owned,Apartment,3,24,2.8938,939.23
CUST11259,10,4,111.25,1.69,0.44,14,9,5,F,Owned,Apartment,3,38,2.0227,741.38
CUST1126,8,1,122.75,1.76,0.18,21,2,2,M,Owned,Apartment,1,34,5.8274,1426.50
CUST11260,5,5,231.30,9.71,4.98,17,4,5,F,Rented,Apartment,1,25,3.5994,1031.42
CUST11261,8,2,152.40,8.55,4.73,18,8,5,M,Rented,Apartment,4,39,4.1912,1109.68
CUST11262,11,10,96.70,4.61,2.65,20,1,3,F,Owned,Apartment,2,29,1.0338,1286.06
CUST11263,16,4,101.30,5.88,2.04,15,9,1,M,Owned,Apartment,1,31,2.9764,830.12
CUST11264,7,7,158.80,5.24,4.22,17,6,1,M,Rented,Flat,3,31,3.4102,1053.42
CUST11265,11,10,118.70,4.79,1.38,14,5,1,F,Owned,Flat,3,30,8.0813,792.50
CUST11266,12,3,118.65,6.47,1.43,13,6,8,F,Owned,Flat,2,32,4.5177,687.94
CUST11267,7,4,173.05,4.39,1.60,16,1,5,M,Owned,Apartment,3,41,2.3601,928.09
CUST11268,6,2,203.05,5.91,1.12,17,5,4,M,Owned,Flat,6,25,1.7298,1042.00
CUST11269,7,1,168.10,12.38,11.77,14,6,1,F,Rented,Apartment,2,42,2.8263,781.11
CUST1127,13,13,74.20,2.32,1.31,28,12,10,M,Rented,Flat,3,33,4.1881,2367.15
CUST11270,6,6,203.50,1.00,0.43,15,2,2,M,Rented,Flat,1,36,7.1003,902.55
CUST11271,9,3,186.00,9.87,7.82,29,4,7,F,Owned,Apartment,3,29,4.2868,2511.24
CUST11272,7,1,213.80,9.18,4.78,19,1,7,M,Owned,Apartment,2,27,1.2984,1225.65
CUST11273,10,2,92.05,5.79,2.51,22,3,7,F,Rented,Apartment,4,31,4.6545,1560.59
CUST11274,9,5,184.15,7.98,3.31,14,2,7,F,Rented,Apartment,1,33,6.0318,789.77
CUST11275,9,8,194.75,7.14,3.37,15,7,4,F,Rented,Apartment,1,32,1.8857,820.71
CUST11276,10,3,75.80,4.47,0.62,20,8,10,F,Rented,Apartment,3,38,6.1939,1320.03
CUST11277,8,5,189.25,7.08,4.88,13,3,8,F,Rented,Apartment,4,32,6.1265,714.65
CUST11278,9,8,207.25,4.48,2.79,14,3,7,M,Rented,Flat,4,37,4.4279,773.12
CUST11279,9,7,147.65,9.83,5.68,25,7,1,F,Rented,Apartment,4,44,2.0165,1965.55
CUST1128,11,10,94.55,1.10,0.24,15,8,7,M,Rented,Apartment,4,30,4.6395,839.59
CUST11280,17,14,139.90,5.32,4.50,15,4,13,M,Rented,Flat,3,38,1.7028,837.53
CUST11281,9,7,206.55,6.12,2.99,24,3,9,M,Rented,Apartment,4,38,4.1103,1792.36
CUST11282,13,1,96.30,5.00,2.83,19,1,12,F,Rented,Flat,5,38,1.4415,1214.41
CUST11283,7,6,236.40,11.43,6.01,20,6,7,M,Rented,Apartment,3,35,4.1095,1352.28
CUST11284,11,11,102.00,3.88,1.12,16,10,3,M,Rented,Apartment,7,31,8.7418,939.21
CUST11285,10,8,53.95,2.82,1.13,13,8,3,M,Rented,Apartment,3,34,6.3998,656.69
CUST11286,9,4,183.10,3.88,1.68,18,3,3,M,Owned,Apartment,3,24,4.9518,1134.44
CUST11287,7,5,123.60,4.53,2.99,16,7,2,M,Rented,Flat,1,32,3.1033,948.14
CUST11288,7,3,59.50,2.45,1.24,16,6,6,M,Rented,Apartment,2,29,1.3056,899.23
CUST11289,9,8,206.45,8.11,5.57,21,9,4,F,Owned,Flat,3,48,5.6099,1438.13
CUST1129,9,5,194.25,4.04,2.61,17,8,9,F,Owned,Flat,4,31,10.4584,1042.87
CUST11290,12,10,172.30,2.19,0.14,14,6,8,M,Rented,Apartment,1,32,3.1773,769.36
CUST11291,5,1,122.85,4.71,0.82,16,1,3,F,Rented,Flat,3,36,2.6815,979.40
CUST11292,9,8,254.75,6.82,1.41,16,5,5,M,Owned,Flat,3,27,5.2299,940.42
CUST11293,8,7,199.00,6.63,1.94,14,1,3,F,Rented,Apartment,3,26,1.8617,769.12
CUST11294,4,3,209.85,4.50,1.84,16,3,4,M,Owned,Apartment,2,32,4.0438,933.33
CUST11295,7,5,111.75,5.50,2.06,15,3,7,F,Owned,Apartment,2,55,5.4292,836.47
CUST11296,6,3,167.90,4.52,2.76,20,1,5,F,Rented,Apartment,2,31,0.5434,1318.74
CUST11297,8,2,179.60,3.53,2.02,22,2,8,M,Rented,Apartment,2,31,1.6210,1580.38
CUST11298,7,3,261.90,9.55,2.06,14,7,7,F,Rented,Apartment,3,36,4.2400,819.94
CUST11299,6,3,196.05,8.31,5.34,20,4,5,M,Rented,Apartment,3,33,1.2250,1356.85
CUST113,15,9,71.85,4.11,2.93,16,1,9,M,Rented,Flat,2,28,1.6646,904.68
CUST1130,11,3,92.00,5.98,1.51,21,8,2,F,Rented,Apartment,4,,3.9004,1422.98
CUST11300,12,6,56.15,1.89,0.24,19,7,12,F,Owned,Apartment,6,24,2.9557,1228.33
CUST11301,12,4,144.15,0.68,0.47,13,2,8,M,Rented,Flat,3,27,3.6597,641.68
CUST11302,9,1,178.35,10.52,0.77,19,6,6,F,Owned,Apartment,3,27,3.7268,1242.58
CUST11303,10,1,111.90,4.80,0.42,14,5,2,M,Owned,Flat,2,29,5.2740,729.79
CUST11304,12,6,135.85,3.23,2.14,14,9,7,F,Rented,Flat,5,41,10.0204,760.15
CUST11305,7,6,194.50,5.66,1.09,17,6,6,M,Rented,Apartment,2,28,4.9413,1022.31
CUST11306,3,2,127.20,9.14,8.85,21,3,2,F,Rented,Flat,1,35,16.6682,1418.58
CUST11307,10,2,122.35,5.34,4.44,18,10,3,F,Owned,Flat,2,32,2.0569,1104.93
CUST11308,7,6,153.80,10.74,6.38,20,7,7,F,Rented,Apartment,2,32,1.2641,1355.66
CUST11309,8,6,186.90,8.19,4.06,18,4,7,F,Owned,Flat,3,29,6.5763,1092.68
CUST1131,8,7,244.50,12.99,7.66,17,1,6,F,Rented,Apartment,3,37,3.7664,1023.71
CUST11310,10,6,100.90,2.26,1.78,21,2,4,F,Rented,Apartment,6,34,13.3104,1457.07
CUST11311,8,3,180.70,12.17,5.37,22,3,2,M,Rented,Apartment,4,31,6.0288,1565.02
CUST11312,8,2,246.90,11.15,3.69,20,1,4,M,Owned,Flat,3,43,5.2840,1344.38
CUST11313,12,7,135.90,5.58,1.28,25,8,1,M,Rented,Flat,2,35,9.1627,1927.33
CUST11314,7,7,146.60,4.77,3.85,19,5,4,F,Rented,Apartment,2,39,13.6251,1246.19
CUST11315,6,1,148.60,9.19,7.20,21,1,5,M,Rented,Flat,3,28,4.2920,1380.16
CUST11316,7,7,198.80,6.55,2.34,22,4,2,M,Rented,Apartment,5,41,9.7085,1548.11
CUST11317,8,4,153.90,7.42,4.71,20,8,3,F,Rented,Apartment,2,29,1.9003,1364.38
CUST11318,9,8,150.75,9.49,1.22,15,9,3,M,Owned,Flat,2,36,9.5597,857.32
CUST11319,12,5,105.70,5.33,4.56,14,10,4,F,Owned,Apartment,4,29,2.7013,769.89
CUST1132,10,1,83.20,4.30,3.94,17,9,8,M,Owned,Apartment,1,33,7.1709,996.75
CUST11320,9,3,244.20,6.20,0.51,23,4,3,M,Rented,Apartment,4,35,4.0658,1686.15
CUST11321,8,6,170.25,5.81,0.87,25,4,6,F,Rented,Apartment,2,36,7.3184,1936.58
CUST11322,1,1,492.75,19.22,4.37,18,1,1,M,Rented,Apartment,3,30,9.0433,1121.45
CUST11323,11,8,124.85,4.29,0.22,14,5,7,F,Rented,Apartment,1,37,2.7335,790.61
CUST11324,10,9,45.20,5.94,1.45,17,3,5,F,Rented,Flat,3,31,4.4688,995.68
CUST11325,8,6,167.45,3.57,2.74,27,8,2,F,Rented,Apartment,1,33,7.5447,2205.86
CUST11326,10,5,141.35,2.46,0.60,18,9,7,F,Owned,Apartment,2,31,0.0000,1957.12
CUST11327,13,9,120.75,4.03,2.52,13,9,2,F,Owned,Flat,1,38,1.3869,727.45
CUST11328,14,5,83.10,1.64,0.56,17,8,8,M,Owned,Apartment,2,38,2.2642,1017.14
CUST11329,6,4,247.00,6.26,2.21,23,5,3,F,Rented,Flat,4,44,10.2534,1669.53
CUST1133,7,6,138.25,4.44,2.50,17,7,1,F,Owned,Flat,3,40,1.1778,1015.03
CUST11330,7,4,187.05,8.02,1.22,17,2,2,F,Rented,Apartment,5,42,3.2236,1018.07
CUST11331,11,6,121.05,5.68,1.88,17,2,11,F,Rented,Flat,1,45,6.2925,1029.30
CUST11332,8,4,183.95,7.11,4.31,20,7,5,F,Rented,Flat,7,43,5.6979,1364.64
CUST11333,14,12,136.05,4.45,1.69,18,12,11,M,Rented,Apartment,3,34,6.2772,1065.59
CUST11334,11,8,87.55,3.27,0.93,14,9,7,F,Rented,Apartment,3,34,6.1182,756.19
CUST11335,12,10,98.85,5.25,1.28,17,8,1,M,Rented,Flat,6,33,8.6640,1020.65
CUST11336,7,6,119.30,9.35,8.58,19,6,1,F,Rented,Apartment,1,38,2.6210,1234.72
CUST11337,7,7,157.25,5.12,1.69,24,2,3,F,Rented,Apartment,4,28,1.0153,1779.59
CUST11338,8,8,215.30,5.45,2.37,13,1,2,F,Owned,Apartment,5,34,3.6054,679.50
CUST11339,10,3,98.25,8.80,0.14,18,5,4,F,Owned,Apartment,2,42,7.6927,1101.61
CUST1134,5,3,187.85,5.30,2.84,21,4,5,F,Owned,Apartment,2,27,2.3836,1481.21
CUST11340,11,2,108.15,3.66,1.22,13,9,8,M,Owned,Flat,3,31,5.3397,662.15
CUST11341,8,1,182.40,6.53,5.48,18,4,3,M,Rented,Apartment,5,38,2.1164,1124.95
CUST11342,12,6,70.55,4.74,2.20,16,9,10,F,Rented,Flat,3,29,2.7032,921.62
CUST11343,10,1,84.10,8.72,0.68,14,6,8,F,Owned,Flat,1,33,9.3031,738.03
CUST11344,9,5,145.75,10.02,7.62,19,6,4,M,Rented,Apartment,4,34,1.1315,1195.76
CUST11345,11,7,97.90,4.70,1.83,19,2,4,M,Owned,Flat,4,33,2.3894,1203.36
CUST11346,8,1,169.40,8.23,6.52,21,7,3,F,Rented,Apartment,2,28,6.9075,1422.82
CUST11347,10,9,105.85,1.41,0.84,13,3,3,F,Rented,Apartment,2,31,3.4381,694.45
CUST11348,8,6,125.90,5.63,2.20,16,3,4,M,Rented,Apartment,7,38,4.1796,887.34
